Date,Units Sold,Price (USD),Competitor Price,Stock Available,Marketing Spend,Holiday/Season Indicator,Weather Condition,Economic Indicator,Social Media Trend Score,Market Sentiment Score,Competitor Activity Score,Product Name_Google Pixel 8,Product Name_OnePlus 10 Pro,Product Name_OnePlus 11 5G,Product Name_Oppo Find X5,Product Name_Oppo Find X6,Product Name_Samsung Galaxy S22,Product Name_Samsung Galaxy S23,Product Name_Xiaomi Mi 12,Product Name_Xiaomi Mi 13,Product Name_Apple iPhone 14 Plus,Product Name_Apple iPhone 15 Plus,RAM_16GB,RAM_6GB,RAM_8GB,Memory_256GB,Memory_512GB,date
2022-01-01,0.5979381443298969,0.6996662958843158,0.641851106639839,0.3697104677060133,0.3260869565217391,0,0.0,0.8543915778314299,0.1649232003683829,0.4438408912222117,0.1115407368576061,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2022-01-01
2022-01-01,0.0206185567010309,0.6084538375973303,0.6267605633802819,0.5389755011135857,0.6113801452784504,0,0.0,0.4079162296021783,0.8816504046014493,0.9702167921627703,0.67792303742117,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2022-01-01
2022-01-01,0.8195876288659794,0.3047830923248054,0.3209255533199195,0.7817371937639198,0.4757869249394674,0,0.0,0.6412992064134366,0.5893274168729736,0.4073695834521186,0.8821424249621088,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2022-01-01
2022-01-01,0.1804123711340206,0.0311457174638487,0.0331991951710262,0.7817371937639198,0.2285503737235498,0,0.0,0.1194349900026874,0.0198817385418025,0.6140026129049584,0.4277716131147836,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,2022-01-01
2022-01-01,0.9123711340206184,0.8453837597330367,0.7887323943661974,0.6726057906458797,0.475050005263712,0,0.0,0.5767475061415883,0.1425615067805977,0.5494082108561155,0.1834958875739519,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2022-01-01
2022-01-01,0.4742268041237113,0.1913236929922136,0.1971830985915493,0.3162583518930957,0.3601958100852721,0,0.0,0.5393549105431736,0.5936245089685468,0.4686781032884128,0.0837283003948123,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2022-01-01
2022-01-01,0.5721649484536082,0.7486095661846497,0.7344064386317909,0.0356347438752784,0.2902937151279082,0,0.0,0.3091964978292121,0.893179286407483,0.6929039015265018,0.9534544676095368,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022-01-01
2022-01-01,0.4587628865979381,0.9043381535038932,0.9044265593561368,0.3830734966592427,0.9108853563533004,0,0.0,0.955620586292953,0.5920877197947232,0.2303763884527373,0.3584721539991022,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2022-01-01
2022-01-01,0.4896907216494844,0.7330367074527253,0.6659959758551309,0.4587973273942093,0.8689335719549427,0,0.0,0.2785537485931368,0.1448123459736173,0.4918079432223583,0.1271855933511959,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2022-01-01
2022-01-01,0.6391752577319587,0.1746384872080089,0.1730382293762575,0.9443207126948774,0.0272133908832508,0,0.0,0.2116523375335144,0.8820611387718238,0.0788834657859621,0.6985510174885821,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2022-01-01
2022-01-02,0.7628865979381443,0.2903225806451613,0.3279678068410463,0.4253897550111358,0.9427834508895674,0,0.0,0.1171308400627157,0.6485893421312059,0.1390335743780543,0.6023503894804898,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2022-01-02
2022-01-02,0.3350515463917525,0.4727474972191323,0.4567404426559357,0.4988864142538974,0.4944731024318349,0,0.0,0.9822337981952908,0.4180814905232137,0.3597855999395289,0.5613616674587671,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2022-01-02
2022-01-02,0.5721649484536082,0.7931034482758621,0.7756539235412475,0.7171492204899776,0.3447731340141067,0,0.0,0.2737253268998625,0.5561520089643042,0.3407780291223766,0.5392362726468487,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2022-01-02
2022-01-02,0.7577319587628866,0.1979977753058954,0.1911468812877264,0.6146993318485523,0.7869775765870092,0,0.0,0.8070941692294071,0.6854326861332978,0.5089084833545255,0.1911432551757443,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,2022-01-02
2022-01-02,0.8298969072164948,0.7519466073414907,0.7686116700201208,0.7483296213808462,0.3766712285503737,0,0.0,0.9441975648495756,0.0998753607439734,0.3468366771482896,0.7060677468099679,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2022-01-02
2022-01-02,0.7577319587628866,0.9187986651835374,0.8329979879275654,0.4409799554565701,0.089009369407306,0,0.0,0.0740184772417884,0.1689748338815926,0.4484929911976825,0.6442838714921109,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2022-01-02
2022-01-02,0.6082474226804123,0.4738598442714128,0.4476861167002012,0.8975501113585747,0.3023476155384778,0,0.0,0.4373764985913739,0.967412969054297,0.2938655622016246,0.00784803361451,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2022-01-02
2022-01-02,0.4381443298969072,0.9721913236929922,0.8782696177062376,0.4409799554565701,0.7037056532266555,0,0.0,0.2935195207037746,0.7564992205332821,0.9773904663238588,0.7133557317751591,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022-01-02
2022-01-02,0.0309278350515463,0.1446051167964405,0.1297786720321931,0.7661469933184855,0.4465733235077377,0,0.0,0.8413672594163439,0.3793382077923226,0.7289527570150266,0.6313046788021097,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2022-01-02
2022-01-02,0.0412371134020618,0.3292547274749722,0.3621730382293763,0.0133630289532293,0.0911148541951784,0,0.0,0.8059704284988105,0.7330962318394558,0.554704229721266,0.9528157734429604,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2022-01-02
2022-01-02,0.2474226804123711,0.0100111234705227,0.1016096579476861,0.665924276169265,0.5384250973786715,0,0.0,0.7942712124062292,0.2428329377957887,0.9610310079412652,0.9968583793572878,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2022-01-02
2022-01-02,0.8865979381443299,0.3748609566184651,0.4356136820925553,0.8619153674832961,0.8472997157595537,0,0.0,0.6026064411682333,0.6886423516968339,0.1516888435475044,0.3341823323289805,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2022-01-02
2022-01-03,0.6237113402061856,0.221357063403782,0.2072434607645875,0.9821826280623608,0.4005158437730287,0,0.0,0.459988256491564,0.3708924099256786,0.6054612423086382,0.0064699186561688,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2022-01-03
2022-01-03,0.5154639175257731,0.2157953281423804,0.2313883299798793,0.6837416481069042,0.4790504263606695,0,0.0,0.8744557193876901,0.102697639127095,0.7274893396963459,0.2500523994711994,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2022-01-03
2022-01-03,0.7319587628865979,0.9555061179087876,0.8722334004024145,0.8485523385300667,0.7079692599220971,0,0.0,0.5612191825240411,0.020052185693594,0.4330810620828119,0.9929834977354176,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,2022-01-03
2022-01-03,0.6443298969072164,0.0,0.0291750503018108,0.1046770601336302,0.1313296136435414,0,0.0,0.0676846138502731,0.396689422001317,0.3673349754185441,0.0152333781706901,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2022-01-03
2022-01-03,0.8092783505154639,0.9187986651835374,0.893360160965795,0.7505567928730512,0.4083587746078534,0,0.0,0.992111891337756,0.6337686496453216,0.1281637112148136,0.2109657771734662,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2022-01-03
2022-01-03,0.4381443298969072,0.1090100111234705,0.1177062374245473,0.0690423162583518,0.2873986735445836,0,0.0,0.3167323575256451,0.1383936168904256,0.2514433783110027,0.8390604666598174,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2022-01-03
2022-01-03,0.1804123711340206,0.5228031145717464,0.5040241448692154,0.5300668151447661,0.9568375618486158,0,0.0,0.0598335483696121,0.5872585658313139,0.6179922981325544,0.2331639469246434,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022-01-03
2022-01-03,0.5206185567010309,0.232480533926585,0.2374245472837022,0.2917594654788419,0.3439835772186546,0,0.0,0.9478937302464095,0.438162786727039,0.5668863608653346,0.6747172952765865,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2022-01-03
2022-01-03,0.0927835051546391,0.5072302558398221,0.4768611670020121,0.3073496659242761,0.3467733445625856,0,0.0,0.234454811675068,0.267777188224013,0.3992187327102291,0.4711562700322919,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2022-01-03
2022-01-03,0.3969072164948453,0.171301446051168,0.1961770623742454,0.7906458797327394,0.2122855037372355,0,0.0,0.9760457699417292,0.642980958398504,0.299970306505709,0.5614996439265112,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2022-01-03
2022-01-04,0.8659793814432989,0.977753058954394,0.9305835010060364,0.3563474387527839,0.1788082956100642,0,0.0,0.3747198412393584,0.6110650610026174,0.2266600660294634,0.6074709043561,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2022-01-04
2022-01-04,0.0979381443298969,0.4616240266963292,0.4728370221327967,0.6369710467706012,0.0783766712285503,0,0.0,0.3692998135005334,0.5818857280509595,0.9575454777386616,0.2724678422229606,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2022-01-04
2022-01-04,0.5927835051546392,0.3392658509454951,0.3118712273641851,0.7995545657015589,0.8990946415412149,0,0.0,0.185189689364468,0.5585421037797054,0.2261942214873991,0.8551221367155499,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2022-01-04
2022-01-04,0.4329896907216494,0.9043381535038932,0.8329979879275654,0.3897550111358574,0.8662490788504054,0,0.0,0.9039105087515478,0.8617863925494458,0.8529953187847742,0.1464715981567352,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,2022-01-04
2022-01-04,0.2061855670103093,0.5506117908787542,0.5503018108651913,0.3964365256124721,0.1161174860511632,0,0.0,0.3212397246989145,0.2082664566469287,0.3770231191698781,0.529735964170341,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2022-01-04
2022-01-04,0.6855670103092784,0.3804226918798665,0.3682092555331993,0.0,0.9282556058532476,0,0.0,0.4394346320086852,0.0877599202308073,0.3582028057831944,0.6398766593258252,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2022-01-04
2022-01-04,0.1237113402061855,0.353726362625139,0.4134808853118713,0.9732739420935412,0.6060111590693757,0,0.0,0.2094439279172868,0.4367876120036675,0.1599753063609644,0.4825110893889929,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2022-01-04
2022-01-04,0.5103092783505154,0.2992213570634038,0.3470824949698189,0.2962138084632516,0.526634382566586,0,0.0,0.6658232352141145,0.0856708279164344,0.0627946519118283,0.7626981806485778,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022-01-04
2022-01-04,0.268041237113402,0.2235817575083426,0.2323943661971831,0.0690423162583518,0.9791030634803664,0,0.0,0.2758054158993133,0.4450275160800689,0.0366512210294621,0.4260617120369853,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2022-01-04
2022-01-04,0.3298969072164948,0.2825361512791992,0.3501006036217304,0.1180400890868596,0.3079797873460364,0,0.0,0.1355318881147864,0.3244392250360184,0.0392700728219487,0.7140981550520491,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2022-01-04
2022-01-04,0.922680412371134,0.3626251390433817,0.3531187122736419,0.8062360801781736,0.9087272344457312,0,0.0,0.4898658922993442,0.3598488212289429,0.3771667319863762,0.4455835692758904,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2022-01-04
2022-01-05,0.9484536082474226,0.5161290322580645,0.4788732394366198,0.4922048997772827,0.6381724392041268,0,0.0,0.8521553504292978,0.3603274743979814,0.9943323789384684,0.5245704931732327,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2022-01-05
2022-01-05,0.7061855670103092,0.0144605116796441,0.0221327967806841,0.576837416481069,0.694125697441836,0,0.0,0.2812610633637749,0.9777671487320256,0.2512657453432553,0.3843053515921577,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2022-01-05
