Date,Temperature,Precipitation,Humidity,Wind_Speed,CPI,Unemployment,Consumer_Confidence,Retail_Sales_Growth,Market_Average_Price,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Sentiment_Score,Mentions_Count,Positive_Mentions,Negative_Mentions,Viral_Score,Active_Campaigns,Marketing_Budget
2023-01-01,24.36244147480343,4.844463317056154,40.41044750042541,21.529811630825463,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,236.45245486180812,227.62884992324265,179.214690182874,233.5646716591897,0.8033897217876435,522,354,155,54.242300330825216,5.0,127815.17192877496
2023-01-02,22.849541506657065,3.0499852296815693,61.80133264324041,15.564356675921898,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,236.45245486180812,227.62884992324265,179.214690182874,233.5646716591897,0.6516509037590559,481,320,137,52.365097737838354,5.0,127815.17192877496
2023-01-03,24.227401462296445,6.135582278457549,61.29710000904395,14.614212505565334,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,236.45245486180812,227.62884992324265,179.214690182874,233.5646716591897,0.5949635234065977,526,346,166,47.35613383256949,5.0,127815.17192877496
2023-01-04,24.17915747243065,3.327751663365518,58.4787279414509,23.504681283808196,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,236.45245486180812,227.62884992324265,179.214690182874,233.5646716591897,0.666402899911375,483,362,181,51.14016331717796,5.0,127815.17192877496
2023-01-05,12.21323863271247,8.265535471804357,62.60586917447884,18.627695452381555,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,236.45245486180812,227.62884992324265,179.214690182874,233.5646716591897,0.6318196461327529,488,345,154,54.833563872169464,5.0,127815.17192877496
2023-01-06,20.410713722874032,2.8619271296129773,58.05566134641251,21.112994172352874,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,236.45245486180812,227.62884992324265,179.214690182874,233.5646716591897,0.6204482630512833,497,324,148,37.09491721276409,5.0,127815.17192877496
2023-01-07,23.392980123824042,3.3453496229268684,70.0462391502338,13.192068390789922,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,236.45245486180812,227.62884992324265,179.214690182874,233.5646716591897,0.7223227058656285,502,367,151,51.27320346609754,5.0,127815.17192877496
2023-01-08,25.33530201405192,7.975595320427445,66.19851039043682,13.631823245597088,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,221.2424774280235,212.77719452818087,204.36942381846606,227.62866812071883,0.7778900651501511,507,332,149,43.75004283660502,5.0,127815.17192877496
2023-01-09,25.29261250004014,0.574041616283136,61.12054855505007,21.406265553472736,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,221.2424774280235,212.77719452818087,204.36942381846606,227.62866812071883,0.694923613197904,519,362,159,46.04549271234653,5.0,127815.17192877496
2023-01-10,13.62645946808288,1.3595837700051572,49.895467111858295,11.435213659635755,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,221.2424774280235,212.77719452818087,204.36942381846606,227.62866812071883,0.6188776640980573,525,338,162,52.782437525932586,5.0,127815.17192877496
2023-01-11,11.22398802410376,5.137573930355209,60.280963884415975,19.36266306767861,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,221.2424774280235,212.77719452818087,204.36942381846606,227.62866812071883,0.642429136835265,514,354,145,47.95344681705337,5.0,127815.17192877496
2023-01-12,20.53011771316045,3.410495866085791,64.90543951477555,17.256317322727757,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,221.2424774280235,212.77719452818087,204.36942381846606,227.62866812071883,0.7272834819518161,463,368,152,48.97466500030197,5.0,127815.17192877496
2023-01-13,15.323959045981539,3.0491791377737223,45.94599443465821,6.541678933721472,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,221.2424774280235,212.77719452818087,204.36942381846606,227.62866812071883,0.7406357098799742,487,367,145,55.76953234806605,5.0,127815.17192877496
2023-01-14,22.74344982551973,6.84401320977733,51.15230836099706,15.121485315489736,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,221.2424774280235,212.77719452818087,204.36942381846606,227.62866812071883,0.7597773852992178,512,380,154,60.52086376600971,5.0,127815.17192877496
2023-01-15,21.193791194282806,2.0194124177010906,66.00170169686741,14.248221125950842,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,220.26055473939692,230.30094783102913,220.82150923050662,248.01251860470742,0.7497642689927778,504,326,174,42.048791861937545,5.0,127815.17192877496
2023-01-16,21.993039290515327,4.103399607073527,55.75128060161634,17.474211498723335,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,220.26055473939692,230.30094783102913,220.82150923050662,248.01251860470742,0.6871843432341525,538,321,148,39.1847960630551,0.0,0.0
2023-01-17,22.63669035361309,0.8351813783098513,65.7819153879457,18.86688472865374,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,220.26055473939692,230.30094783102913,220.82150923050662,248.01251860470742,0.6745684561372043,499,370,161,54.64124582623108,0.0,0.0
2023-01-18,22.442801326489967,1.6065288237061555,69.67821478977098,19.80358293623191,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,220.26055473939692,230.30094783102913,220.82150923050662,248.01251860470742,0.597934596390832,497,332,148,43.77064969653192,0.0,0.0
2023-01-19,24.35186871324704,4.152024105059124,68.39827059579545,12.570417338186111,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,220.26055473939692,230.30094783102913,220.82150923050662,248.01251860470742,0.7256797460851097,505,346,144,53.53716201850151,0.0,0.0
2023-01-20,29.78944606099363,5.607849366452399,63.19236219862811,10.1106211439118,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,220.26055473939692,230.30094783102913,220.82150923050662,248.01251860470742,0.7176117448054683,514,337,176,53.6304488108701,0.0,0.0
2023-01-21,21.92178633917807,0.46531983298139684,74.0069622950832,16.35689109587919,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,220.26055473939692,230.30094783102913,220.82150923050662,248.01251860470742,0.6876137108038722,466,337,134,54.16191343471509,0.0,0.0
2023-01-22,25.221269634800766,2.080962459682271,74.69634108157973,15.601156422819114,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,229.6583374984175,211.5561472324726,206.2454359927223,212.29143276430855,0.6014453001752007,505,317,147,59.37380794083232,0.0,0.0
2023-01-23,20.577473416530257,6.2814923334040005,63.53615936190329,13.16510200485024,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,229.6583374984175,211.5561472324726,206.2454359927223,212.29143276430855,0.7137703259869179,483,362,154,43.27337221915771,0.0,0.0
2023-01-24,21.983612058441263,2.0239238075058705,78.35563289225676,15.751586852412883,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,229.6583374984175,211.5561472324726,206.2454359927223,212.29143276430855,0.7472744454188295,493,334,149,48.03039153926234,0.0,0.0
2023-01-25,26.32267247208421,7.522037933397113,62.962152773010104,13.942678238798008,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,229.6583374984175,211.5561472324726,206.2454359927223,212.29143276430855,0.6638416413276335,482,323,162,45.78455529840102,0.0,0.0
2023-01-26,23.93389492310506,3.976996557299046,55.614038899401486,22.869845170081778,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,229.6583374984175,211.5561472324726,206.2454359927223,212.29143276430855,0.7272558906671408,509,332,155,66.3141410831806,0.0,0.0
2023-01-27,14.837067339524173,4.889514310538305,55.41224954780191,8.080749478352992,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,229.6583374984175,211.5561472324726,206.2454359927223,212.29143276430855,0.6879592244551991,478,347,164,40.22134285878132,0.0,0.0
2023-01-28,27.40241305840505,3.497479772533937,69.06661696331564,18.007216586840983,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,229.6583374984175,211.5561472324726,206.2454359927223,212.29143276430855,0.7594520574439502,474,354,126,40.477889192851094,0.0,0.0
2023-01-29,14.874210749046995,2.4504458063121404,77.88493555594894,17.560057157549494,4.567352474576305,4.521313711931363,114.98074137845721,4.854556528956924,228.05371774416852,217.7792464600935,205.50408461303218,213.44140472177855,0.7573132318286036,491,325,169,55.11781500465743,0.0,0.0
